userName,EmployeID,Department,redmine,doc portal,internal file sharing,FTP server,server,firewall,con file,Label
abc238,238,HR,0,0,1,1,0,0,0,1
abc239,239,HR,0,0,1,1,0,0,0,1
abc240,240,HR,0,0,1,1,0,0,0,1
abc241,241,HR,0,0,1,1,0,0,0,1
abc242,242,HR,0,0,1,1,0,0,0,1
abc243,243,HR,0,0,1,1,0,0,0,1
abc244,244,HR,0,0,1,1,1,0,0,1
abc245,245,HR,0,0,1,1,1,0,0,1
abc246,246,HR,0,0,1,1,1,0,0,1
abc247,247,HR,0,0,1,1,1,0,0,1
abc248,248,HR,0,0,1,1,1,0,0,1
abc249,249,HR,0,0,1,1,1,0,0,1
abc250,250,HR,0,0,1,1,1,0,0,1
abc251,251,HR,0,0,1,1,1,0,0,1
abc252,252,HR,0,0,1,1,1,0,0,1
abc253,253,HR,0,0,1,1,1,0,0,1
abc254,254,HR,0,0,1,1,1,0,0,1
abc255,255,HR,0,0,1,1,1,0,0,1
abc256,256,HR,0,0,1,1,1,0,0,1
abc257,257,HR,0,0,1,1,1,0,0,1
abc258,258,HR,0,0,1,1,1,0,0,1
abc259,259,HR,0,0,1,1,1,0,0,1
abc260,260,HR,0,0,1,1,1,0,0,1
abc261,261,HR,0,0,1,1,1,0,0,1
abc262,262,HR,0,0,1,1,1,0,0,1
abc263,263,HR,0,0,1,1,1,0,0,1
abc264,264,HR,0,0,1,1,1,0,0,1
abc265,265,HR,0,0,1,1,1,0,0,1
abc266,266,HR,0,0,1,1,1,1,0,1
abc267,267,HR,0,0,1,1,1,1,0,1
abc268,268,HR,0,0,1,1,1,1,0,1
abc269,269,HR,0,0,1,1,1,1,0,1
abc270,270,HR,0,0,1,1,1,1,0,1
abc271,271,HR,0,0,1,1,1,1,0,1
abc272,272,HR,0,0,1,1,1,1,0,1
abc273,273,HR,0,0,1,1,1,1,0,1
abc274,274,HR,0,0,1,1,1,1,0,1
abc275,275,HR,0,0,1,1,1,1,0,1
abc276,276,HR,0,0,1,1,1,1,0,1
abc277,277,HR,0,0,1,1,1,1,0,1
abc278,278,HR,0,0,1,1,1,1,0,1
abc279,279,HR,0,0,1,1,1,1,0,1
abc280,280,HR,0,0,1,1,1,1,0,1
abc281,281,HR,0,0,1,1,1,1,0,1
abc282,282,HR,0,0,1,1,1,1,0,1
abc283,283,HR,0,0,1,1,1,1,0,1
abc284,284,HR,0,0,1,1,1,1,0,1
abc285,285,HR,0,0,1,1,1,1,0,1
abc286,286,HR,0,0,0,1,0,0,0,1
abc287,287,HR,0,0,0,1,0,0,0,1
abc288,288,HR,0,0,0,1,0,0,0,1
abc289,289,HR,0,0,0,1,0,0,0,1
abc290,290,HR,0,0,0,1,0,0,0,1
abc291,291,HR,0,0,0,1,0,0,0,1
abc292,292,HR,0,0,0,1,0,0,0,1
abc293,293,HR,0,0,0,1,0,0,0,1
abc294,294,HR,0,0,0,1,0,0,0,1
abc295,295,HR,0,0,0,1,0,0,0,1
abc296,296,HR,0,0,0,1,0,0,0,1
abc297,297,HR,0,0,0,1,0,0,0,1
abc298,298,HR,0,0,0,1,0,0,0,1
abc299,299,HR,0,0,0,1,0,0,0,1
abc300,300,HR,0,0,0,1,0,0,0,1
abc301,301,HR,0,0,0,1,0,0,0,1
abc302,302,HR,0,0,0,1,0,0,0,1
abc303,303,HR,0,0,0,1,0,0,0,1
abc304,304,HR,0,0,0,1,0,0,0,1
abc305,305,HR,0,0,0,1,0,0,0,1
abc306,306,HR,0,0,0,1,0,0,0,1
abc307,307,HR,0,0,0,1,0,0,0,1
abc308,308,HR,0,0,0,1,0,0,0,1
abc309,309,HR,0,0,0,1,0,0,0,1
abc310,310,HR,0,0,0,1,0,0,0,1
abc311,311,HR,0,0,0,1,0,0,0,1
abc312,312,HR,0,0,0,1,0,0,0,1
abc313,313,HR,0,0,0,1,0,0,0,1
abc314,314,HR,0,0,0,1,0,0,0,1
abc315,315,HR,0,0,0,1,0,0,0,1
abc316,316,HR,0,0,0,1,0,0,0,1
abc317,317,HR,0,0,0,1,0,0,0,1
abc318,318,HR,0,0,0,1,0,0,0,1
abc319,319,HR,0,0,0,0,1,0,0,1
abc320,320,HR,0,0,0,0,1,0,0,1
abc321,321,HR,0,0,0,0,1,0,0,1
abc322,322,HR,0,0,0,0,1,0,0,1
abc323,323,HR,0,0,0,0,1,0,0,1
abc324,324,HR,0,0,0,0,1,0,0,1
abc325,325,HR,0,0,0,0,1,0,0,1
abc326,326,HR,0,0,0,0,1,0,0,1
abc327,327,HR,0,0,0,0,1,0,0,1
abc328,328,HR,0,0,0,0,1,0,0,1
abc329,329,HR,0,0,0,0,1,0,0,1
abc330,330,HR,0,0,0,0,1,0,0,1
abc331,331,HR,0,0,0,0,1,0,0,1
abc332,332,HR,0,0,0,0,1,0,0,1
abc333,333,HR,0,0,0,0,1,0,0,1
abc334,334,HR,0,0,0,0,1,0,0,1
abc335,335,HR,0,0,0,0,1,0,0,1
abc336,336,HR,0,0,0,0,1,0,0,1
abc337,337,HR,0,0,0,0,1,0,0,1
abc338,338,HR,0,0,0,0,1,0,0,1
abc339,339,HR,0,0,0,0,1,0,0,1
abc340,340,HR,0,0,0,0,1,0,0,1
abc341,341,HR,0,0,0,0,1,0,0,1
abc342,342,HR,0,0,0,0,1,0,0,1
abc343,343,HR,0,0,0,0,1,0,0,1
abc344,344,HR,0,0,0,0,1,0,0,1
abc345,345,HR,0,0,0,0,0,1,0,1
abc346,346,HR,0,0,0,0,0,1,0,1
abc347,347,HR,0,0,0,0,0,1,0,1
abc348,348,HR,0,0,0,0,0,1,0,1
abc349,349,HR,0,0,0,0,0,1,0,1
abc350,350,HR,0,0,0,0,0,1,0,1
abc351,351,HR,0,0,0,0,0,1,0,1
abc352,352,HR,0,0,0,0,0,1,0,1
abc353,353,HR,0,0,0,0,0,1,0,1
abc354,354,HR,0,0,0,0,0,1,0,1
abc355,355,HR,0,0,0,0,0,1,0,1
abc356,356,HR,0,0,0,0,0,1,0,1
abc357,357,HR,0,0,0,0,0,1,0,1
abc358,358,HR,0,0,0,0,0,1,0,1
abc359,359,HR,0,0,0,0,0,1,0,1
abc360,360,HR,0,0,0,0,0,1,0,1
abc361,361,HR,0,0,0,0,0,1,0,1
abc362,362,HR,0,0,0,0,0,1,0,1
abc363,363,HR,0,0,0,0,0,1,0,1
abc364,364,HR,0,0,0,0,0,1,0,1
abc365,365,HR,0,0,0,0,0,1,0,1
abc366,366,HR,0,0,0,0,0,1,0,1
abc367,367,HR,0,0,0,0,0,1,0,1
abc368,368,HR,0,0,0,0,0,1,0,1
abc369,369,HR,0,0,0,0,0,1,0,1
abc370,370,HR,0,0,0,0,0,1,0,1
abc371,371,HR,0,0,0,0,0,1,0,1
abc372,372,HR,0,0,0,0,0,1,0,1
abc373,373,HR,0,0,0,0,0,1,0,1
abc374,374,HR,0,0,0,0,0,1,0,1
abc375,375,HR,0,0,0,0,0,1,0,1
abc376,376,HR,0,0,0,0,0,1,0,1
abc377,377,HR,0,0,0,0,0,1,0,1
abc378,378,HR,0,0,0,0,0,0,1,1
abc379,379,HR,0,0,0,0,0,0,1,1
abc380,380,HR,0,0,0,0,0,0,1,1
abc381,381,HR,0,0,0,0,0,0,1,1
abc382,382,HR,0,0,0,0,0,0,1,1
abc383,383,HR,0,0,0,0,0,0,1,1
abc384,384,HR,0,0,0,0,0,0,1,1
abc385,385,HR,0,0,0,0,0,0,1,1
abc386,386,HR,0,0,0,0,0,0,1,1
abc387,387,HR,0,0,0,0,0,0,1,1
abc388,388,HR,0,0,0,0,0,0,1,1
abc389,389,HR,0,0,0,0,0,0,1,1
abc390,390,HR,0,0,0,0,0,0,1,1
abc391,391,HR,0,0,0,0,0,0,1,1
abc392,392,HR,0,0,0,0,0,0,1,1
abc393,393,HR,0,0,0,0,0,0,1,1
abc394,394,HR,0,0,0,0,0,0,1,1
abc395,395,HR,0,0,0,0,0,0,1,1
abc396,396,HR,0,0,0,0,0,0,1,1
abc397,397,HR,0,0,0,0,0,0,1,1
abc398,398,HR,0,0,0,0,0,0,1,1
abc399,399,HR,0,0,0,1,0,1,1,1
abc400,400,HR,0,0,0,0,0,0,1,1
abc401,401,HR,0,0,0,0,0,0,1,1
abc402,402,HR,0,0,0,0,1,0,1,1
abc403,403,HR,0,0,0,0,0,0,1,1
abc404,404,HR,0,0,0,1,0,1,1,1
abc405,405,HR,0,0,1,0,0,0,1,1
abc406,406,HR,0,0,0,0,0,1,1,1
